year,round,home,away,home.xScore,away.xScore
2014,10,GWS,RICH,50.06,128.96
2014,10,COLL,WCE,89.03,97.26
2014,10,PORT,HAW,94.32,78.09
2014,10,GCFC,WB,110.54,79.8
2014,10,CARL,ADEL,75.65,93.83
2014,11,SYD,GEEL,138.37,38.76
2014,11,STK,COLL,53.97,130.77
2014,11,MELB,PORT,80.5,81.9
2014,11,BL,CARL,92.01,87.48
2014,11,ESS,RICH,98.12,51.18
2014,11,ADEL,GCFC,105.66,67.82
2014,11,WB,FRE,67.19,95.09
2014,11,HAW,GWS,78.91,73.85
2014,11,WCE,NMFC,48.16,88.92
2014,12,GEEL,CARL,98.12,104.86
2014,12,HAW,WCE,122.34,62.39
2014,12,PORT,STK,120.56,47.39
2014,12,GWS,ESS,63.4,85.05
2014,12,WB,BL,82.31,81.17
2014,12,GCFC,SYD,83.84,92.75
2014,12,FRE,ADEL,105.78,51.13
2014,12,NMFC,RICH,119.97,80.96
2014,12,MELB,COLL,30.23,67.2
2014,13,CARL,HAW,97.97,98.71
2014,13,RICH,FRE,74.18,87.32
2014,13,SYD,PORT,89.15,101.92
2014,13,WCE,GCFC,77.21,90.26
2014,13,ADEL,NMFC,90.83,81.53
2014,13,BL,GWS,68.16,121.17
2014,13,GEEL,STK,114.93,35.34
2014,13,COLL,WB,79.88,100.27
2014,13,ESS,MELB,88.12,69.47
2014,14,RICH,SYD,51.94,55.44
2014,14,PORT,WB,118.5,60.92
2014,14,HAW,COLL,103.11,75.16
2014,14,GCFC,GEEL,122.44,72.27
2014,14,ESS,ADEL,74.57,83.29
2014,14,FRE,BL,105.52,21.53
2014,14,GWS,CARL,90.34,83.84
2014,14,STK,WCE,73.9,99.5
2014,14,MELB,NMFC,58.64,115.32
2014,15,GEEL,ESS,86.68,82.38
2014,15,HAW,GCFC,97.55,48.13
2014,15,STK,RICH,59.55,107.76
2014,15,FRE,WCE,91.41,85.21
2014,15,BL,NMFC,51.16,76.86
2014,15,SYD,GWS,117.69,65.77
2014,15,WB,MELB,79.61,76.73
2014,15,ADEL,PORT,96.02,86.04
2014,15,COLL,CARL,89.47,73.24
2014,16,NMFC,HAW,109.34,84.71
2014,16,RICH,BL,76.77,51.41
2014,16,GWS,ADEL,94.15,141.02
2014,16,GCFC,COLL,82.73,80.56
2014,16,PORT,ESS,70.88,74.73
2014,16,MELB,FRE,49.23,84.69
2014,16,CARL,STK,122.43,62.13
2014,16,WCE,SYD,55.8,86.67
2014,16,GEEL,WB,68.91,62.18
2014,17,ADEL,HAW,81.87,102.64
2014,17,MELB,GEEL,30.28,106.14
2014,17,NMFC,STK,96.82,59.89
2014,17,WB,GCFC,93.33,76.18
2014,17,SYD,CARL,115.18,47.44
2014,17,BL,WCE,57.38,73.97
2014,17,RICH,PORT,120.61,95.75
2014,17,ESS,COLL,86.65,36.27
2014,17,FRE,GWS,112.76,55.92
2014,18,CARL,NMFC,88.31,79.85
2014,18,STK,FRE,115.51,44.15
2014,18,GWS,GEEL,90.64,105.98
2014,18,PORT,MELB,72.78,69.93
2014,18,WB,ESS,78.03,93.58
2014,18,WCE,RICH,34.86,55.83
2014,18,BL,GCFC,104.14,53.03
2014,18,HAW,SYD,100.3,83.09
2014,18,COLL,ADEL,76.62,98.67
2014,19,FRE,CARL,84.8,83.07
2014,19,SYD,ESS,79.08,57.57
2014,19,ADEL,WCE,101.93,126.62
2014,19,RICH,GWS,78.24,66.09
2014,19,GCFC,STK,118.0,73.92
2014,19,NMFC,GEEL,88.52,114.94
2014,19,MELB,BL,69.29,67.18
2014,19,HAW,WB,105.76,52.38
2014,19,COLL,PORT,75.21,53.27
2014,20,RICH,ESS,86.37,74.62
2014,20,GWS,NMFC,64.68,109.96
2014,20,CARL,GCFC,85.26,66.97
2014,20,HAW,MELB,114.78,76.13
2014,20,PORT,SYD,84.36,80.27
2014,20,GEEL,FRE,84.87,78.94
2014,20,BL,ADEL,68.32,159.31
2014,20,STK,WB,86.54,122.81
2014,20,WCE,COLL,115.01,58.39
2014,21,CARL,GEEL,75.9,91.76
2014,21,SYD,STK,116.54,55.84
2014,21,GCFC,PORT,38.44,64.91
2014,21,ESS,WCE,79.04,70.86
2014,21,COLL,BL,57.62,114.35
2014,21,ADEL,RICH,70.92,107.27
2014,21,NMFC,WB,101.54,71.09
2014,21,MELB,GWS,58.85,87.49
2014,21,FRE,HAW,87.44,94.03
2014,22,PORT,CARL,146.3,44.61
2014,22,NMFC,ADEL,121.58,105.66
2014,22,ESS,GCFC,98.02,86.5
2014,22,GWS,COLL,72.82,62.78
2014,22,WCE,MELB,104.75,48.8
2014,22,HAW,GEEL,85.93,54.0
2014,22,BL,FRE,46.62,115.98
2014,22,WB,SYD,70.74,112.77
2014,22,RICH,STK,77.69,69.76
2014,23,COLL,HAW,56.12,108.82
2014,23,CARL,ESS,68.67,75.54
2014,23,FRE,PORT,91.65,98.11
2014,23,SYD,RICH,66.56,73.2
2014,23,NMFC,MELB,107.41,84.48
2014,23,GEEL,BL,130.81,75.53
2014,23,GCFC,WCE,88.65,119.21
2014,23,ADEL,STK,111.78,55.92
2014,23,WB,GWS,108.04,100.53
2014,24,HAW,GEEL,89.52,56.36
2014,24,SYD,FRE,98.63,74.39
2014,24,NMFC,ESS,82.84,73.68
2014,24,PORT,RICH,119.62,70.62
2014,25,GEEL,NMFC,86.56,103.44
2014,25,FRE,PORT,103.16,107.28
2014,26,SYD,NMFC,128.64,73.54
2014,26,HAW,PORT,84.17,94.29
2014,27,SYD,HAW,65.27,116.82
2015,1,CARL,RICH,75.91,107.01
2015,1,MELB,GCFC,109.63,78.11
2015,1,SYD,ESS,75.63,57.29
2015,1,BL,COLL,64.79,94.76
2015,1,WB,WCE,93.22,72.56
2015,1,STK,GWS,66.87,98.1
2015,1,ADEL,NMFC,120.05,55.69
2015,1,FRE,PORT,64.91,63.68
2015,1,HAW,GEEL,126.06,62.64
2015,2,WCE,CARL,121.6,63.69
2015,2,RICH,WB,67.35,96.48
2015,2,GWS,MELB,78.16,56.65
2015,2,COLL,ADEL,69.33,94.21
2015,2,GCFC,STK,93.18,98.7
2015,2,PORT,SYD,47.68,81.63
2015,2,GEEL,FRE,58.33,93.51
2015,2,ESS,HAW,70.4,73.46
2015,2,NMFC,BL,129.83,48.78
2015,3,COLL,STK,120.98,62.8
2015,3,CARL,ESS,93.25,92.36
2015,3,ADEL,MELB,69.2,75.93
2015,3,SYD,GWS,107.81,85.87
2015,3,BL,RICH,61.13,115.95
2015,3,NMFC,PORT,88.62,105.65
2015,3,HAW,WB,125.97,48.84
2015,3,GEEL,GCFC,95.06,107.37
2015,3,WCE,FRE,70.8,96.01
2015,4,RICH,MELB,73.65,83.61
2015,4,STK,CARL,76.24,121.9
2015,4,ESS,COLL,56.52,63.59
2015,4,GWS,GCFC,139.13,56.05
2015,4,PORT,HAW,83.44,92.57
2015,4,FRE,SYD,71.48,61.57
2015,4,BL,WCE,74.04,121.95
2015,4,GEEL,NMFC,64.87,73.94
2015,4,WB,ADEL,131.87,69.85
2015,5,CARL,COLL,56.3,115.79
2015,5,RICH,GEEL,71.44,86.27
2015,5,SYD,WB,83.51,80.14
2015,5,GCFC,BL,113.71,54.44
2015,5,NMFC,HAW,66.45,138.21
2015,5,WCE,GWS,113.51,50.37
2015,5,MELB,FRE,62.88,97.86
2015,5,STK,ESS,87.3,90.06
2015,5,ADEL,PORT,92.54,101.88
2015,6,COLL,GEEL,62.72,84.86
2015,6,NMFC,RICH,104.71,70.24
2015,6,WB,STK,79.44,87.37
2015,6,GWS,HAW,100.4,103.16
2015,6,GCFC,ADEL,69.32,106.8
2015,6,MELB,SYD,59.33,94.49
2015,6,FRE,ESS,71.03,50.91
2015,6,CARL,BL,64.2,79.71
2015,6,PORT,WCE,59.88,78.9
2015,7,ESS,NMFC,87.34,103.64
2015,7,ADEL,STK,111.79,95.17
2015,7,HAW,MELB,126.06,47.27
2015,7,CARL,GWS,45.36,147.19
2015,7,SYD,GEEL,113.82,77.77
2015,7,WCE,GCFC,114.19,35.98
2015,7,WB,FRE,71.48,90.86
2015,7,RICH,COLL,81.81,89.77
2015,7,BL,PORT,93.33,85.3
2015,8,GEEL,CARL,110.12,69.38
2015,8,STK,WCE,62.74,118.93
2015,8,GWS,ADEL,99.43,74.82
2015,8,GCFC,COLL,69.69,122.28
2015,8,HAW,SYD,84.14,64.13
2015,8,FRE,NMFC,115.04,52.19
2015,8,ESS,BL,116.64,61.49
2015,8,MELB,WB,82.79,70.27
2015,8,PORT,RICH,58.49,69.71
2015,9,SYD,CARL,102.4,58.92
2015,9,HAW,GCFC,79.35,34.12
2015,9,MELB,PORT,58.3,92.31
2015,9,WB,GWS,112.97,46.82
2015,9,RICH,ESS,67.25,60.57
2015,9,ADEL,FRE,76.07,57.64
2015,9,BL,STK,70.78,106.14
2015,9,COLL,NMFC,85.6,95.87
2015,9,WCE,GEEL,143.7,54.3
2015,10,FRE,RICH,63.79,75.8
2015,10,CARL,ADEL,74.96,102.58
2015,10,GCFC,SYD,54.33,92.54
2015,10,ESS,GEEL,62.85,96.56
2015,10,PORT,WB,80.43,56.18
2015,10,GWS,BL,103.59,63.52
2015,10,NMFC,WCE,75.14,64.06
2015,10,STK,HAW,63.31,120.99
2015,10,MELB,COLL,78.7,89.72
2015,11,PORT,GEEL,54.7,89.57
2015,11,GCFC,FRE,35.07,76.04
2015,11,WCE,ESS,98.01,54.44
2015,11,NMFC,SYD,91.12,73.44
2015,11,COLL,GWS,91.53,75.28
2015,11,STK,MELB,86.67,77.77
2015,12,ADEL,HAW,84.12,103.79
2015,12,RICH,WCE,66.72,92.54
2015,12,CARL,PORT,91.01,90.49
2015,12,GWS,NMFC,63.24,108.89
2015,12,WB,BL,124.76,68.29
2015,12,GEEL,MELB,91.86,91.41
2015,13,FRE,COLL,78.39,55.11
2015,13,SYD,RICH,68.83,84.57
2015,13,HAW,ESS,117.36,78.77
2015,13,BL,ADEL,70.05,94.19
2015,13,STK,WB,67.01,48.79
2015,13,CARL,GCFC,117.49,74.68
2015,14,SYD,PORT,92.1,82.44
2015,14,COLL,HAW,114.8,96.08
2015,14,RICH,GWS,90.98,62.74
2015,14,GCFC,NMFC,106.12,66.77
2015,14,WB,CARL,68.69,69.84
2015,14,MELB,WCE,51.62,112.08
2015,14,ESS,STK,50.59,127.92
2015,14,FRE,BL,75.73,40.78
2015,15,PORT,COLL,64.99,60.01
2015,15,RICH,CARL,78.72,61.24
2015,15,ESS,MELB,58.57,83.35
2015,15,WB,GCFC,97.43,59.68
2015,15,NMFC,GEEL,111.85,77.78
2015,15,WCE,ADEL,141.4,84.91
2015,15,GWS,STK,87.66,53.84
2015,15,HAW,FRE,97.03,45.47
2015,15,BL,SYD,54.75,62.97
2015,16,NMFC,ESS,97.4,72.24
2015,16,GEEL,WB,85.63,61.22
2015,16,GCFC,GWS,72.57,100.93
2015,16,COLL,WCE,62.76,108.31
2015,16,SYD,HAW,71.89,126.16
2015,16,FRE,CARL,109.45,42.77
2015,16,MELB,BL,67.41,52.46
2015,16,PORT,ADEL,106.37,94.66
2015,16,STK,RICH,77.52,95.29
2015,17,CARL,HAW,40.65,153.66
2015,17,GWS,GEEL,42.49,81.28
2015,17,ADEL,GCFC,114.41,79.97
2015,17,RICH,FRE,97.9,76.94
2015,17,ESS,PORT,117.94,96.72
2015,17,BL,NMFC,44.93,111.37
2015,17,WB,COLL,115.1,86.28
2015,17,MELB,STK,62.16,74.87
2015,17,WCE,SYD,89.16,57.12
2015,18,HAW,RICH,51.84,63.05
2015,18,GEEL,BL,108.41,59.42
2015,18,COLL,MELB,65.48,99.24
2015,18,SYD,ADEL,113.05,68.87
2015,18,CARL,NMFC,50.03,92.71
2015,18,GCFC,WCE,87.97,109.33
2015,18,PORT,STK,107.45,67.12
2015,18,ESS,WB,48.88,120.77
2015,18,FRE,GWS,91.96,67.45
2015,19,ADEL,RICH,96.2,43.36
2015,19,COLL,CARL,101.01,78.7
2015,19,WB,PORT,131.47,52.79
2015,19,BL,GCFC,92.32,101.98
2015,19,GEEL,SYD,89.92,68.6
2015,19,WCE,HAW,75.54,93.75
2015,19,MELB,NMFC,83.24,113.88
2015,19,GWS,ESS,88.17,71.85
2015,19,STK,FRE,59.88,75.93
2015,20,SYD,COLL,77.05,87.01
2015,20,ESS,ADEL,62.24,135.29
2015,20,NMFC,STK,106.98,94.77
2015,20,PORT,GWS,111.93,94.02
2015,20,BL,CARL,98.74,66.18
2015,20,GEEL,HAW,81.14,95.51
2015,20,RICH,GCFC,108.99,58.56
2015,20,WB,MELB,130.56,64.71
2015,20,FRE,WCE,93.32,107.49
2015,21,HAW,PORT,86.49,105.68
2015,21,COLL,RICH,57.79,124.61
2015,21,GWS,SYD,45.53,117.85
2015,21,GCFC,ESS,112.25,95.65
2015,21,STK,GEEL,83.23,82.24
2015,21,ADEL,BL,109.25,52.5
2015,21,NMFC,FRE,79.15,80.44
2015,21,CARL,MELB,71.67,65.0
2015,21,WCE,WB,134.1,74.6
2015,22,GEEL,COLL,57.64,89.87
2015,22,GWS,CARL,122.31,56.71
2015,22,HAW,BL,115.39,60.05
2015,22,NMFC,WB,81.66,98.83
2015,22,GCFC,PORT,61.92,84.48
2015,22,ESS,RICH,45.29,85.75
2015,22,ADEL,WCE,110.26,69.49
2015,22,STK,SYD,53.28,123.99
2015,22,FRE,MELB,94.42,44.62
2015,23,RICH,NMFC,98.2,55.0
2015,23,GEEL,ADEL,135.81,69.95
2015,23,BL,WB,130.74,107.42
2015,23,PORT,FRE,115.01,54.11
2015,23,HAW,CARL,104.4,58.17
2015,23,SYD,GCFC,114.42,70.21
2015,23,WCE,STK,140.8,36.81
2015,23,MELB,GWS,106.99,83.0
2015,23,COLL,ESS,78.86,91.0
2015,24,WCE,HAW,90.39,67.67
2015,24,FRE,SYD,61.38,80.9
2015,24,WB,ADEL,108.76,99.76
2015,24,RICH,NMFC,70.52,98.87
2015,25,HAW,ADEL,111.4,65.11
2015,25,SYD,NMFC,51.95,83.92
2015,26,FRE,HAW,64.11,69.18
2015,26,WCE,NMFC,103.85,61.88
2015,27,HAW,WCE,90.58,72.04
2016,1,RICH,CARL,82.14,78.75
2016,1,MELB,GWS,68.73,102.0
2016,1,GCFC,ESS,128.4,52.0
2016,1,NMFC,ADEL,94.77,106.33
2016,1,SYD,COLL,137.27,57.87
2016,1,WB,FRE,108.47,49.05
2016,1,PORT,STK,130.39,87.33
2016,1,WCE,BL,154.18,101.54
2016,1,GEEL,HAW,103.11,82.29
2016,2,COLL,RICH,76.93,98.44
2016,2,ADEL,PORT,131.68,116.52
2016,2,ESS,MELB,80.8,65.8
2016,2,BL,NMFC,90.03,129.74
2016,2,STK,WB,42.76,83.74
2016,2,FRE,GCFC,117.39,121.44
2016,2,GWS,GEEL,76.56,67.6
2016,2,HAW,WCE,99.22,62.31
2016,2,CARL,SYD,76.75,123.6
2016,3,PORT,ESS,109.74,54.86
2016,3,STK,COLL,113.07,79.33
2016,3,RICH,ADEL,97.92,119.94
2016,3,SYD,GWS,89.2,61.04
2016,3,GCFC,CARL,103.41,55.3
2016,3,WCE,FRE,105.31,69.34
2016,3,NMFC,MELB,118.31,110.62
2016,3,WB,HAW,92.89,87.38
2016,3,GEEL,BL,126.18,74.91
2016,4,WCE,RICH,118.67,53.74
2016,4,ESS,GEEL,39.69,93.53
2016,4,HAW,STK,85.65,78.27
2016,4,BL,GCFC,113.72,89.02
2016,4,CARL,WB,48.64,69.83
2016,4,ADEL,SYD,105.56,102.24
2016,4,GWS,PORT,146.83,67.23
2016,4,COLL,MELB,70.76,90.49
2016,4,NMFC,FRE,111.33,109.84
2016,5,HAW,ADEL,100.48,93.91
2016,5,SYD,WCE,92.1,38.43
2016,5,GCFC,NMFC,77.86,116.99
2016,5,WB,BL,128.16,64.94
2016,5,PORT,GEEL,56.17,94.4
2016,5,STK,GWS,72.57,121.73
2016,5,FRE,CARL,82.72,84.86
2016,5,MELB,RICH,113.03,88.91
2016,5,COLL,ESS,119.19,66.66
2016,6,NMFC,WB,60.7,54.84
2016,6,MELB,STK,75.39,144.17
2016,6,ADEL,FRE,112.83,93.29
2016,6,GWS,HAW,145.23,82.45
2016,6,RICH,PORT,61.38,97.53
2016,6,GEEL,GCFC,165.61,52.09
2016,6,BL,SYD,82.07,80.79
2016,6,CARL,ESS,70.08,51.9
2016,6,WCE,COLL,125.13,53.83
2016,7,RICH,HAW,82.59,111.72
2016,7,COLL,CARL,85.1,92.07
2016,7,GEEL,WCE,126.76,70.38
2016,7,SYD,ESS,129.14,61.75
2016,7,GCFC,MELB,66.47,151.67
2016,7,WB,ADEL,125.33,93.57
2016,7,FRE,GWS,79.83,93.99
2016,7,STK,NMFC,66.08,100.57
2016,7,PORT,BL,122.74,86.32
2016,8,ADEL,GEEL,62.85,120.85
2016,8,ESS,NMFC,81.55,88.87
2016,8,HAW,FRE,100.56,71.58
2016,8,GWS,GCFC,149.04,42.28
2016,8,RICH,SYD,108.14,83.43
2016,8,BL,COLL,57.95,159.57
2016,8,CARL,PORT,83.86,105.27
2016,8,MELB,WB,77.08,101.14
2016,8,WCE,STK,115.65,41.18
2016,9,HAW,SYD,58.14,64.82
2016,9,COLL,GEEL,79.97,86.21
2016,9,GCFC,ADEL,77.79,123.31
2016,9,PORT,WCE,86.41,84.73
2016,9,NMFC,CARL,102.66,52.68
2016,9,FRE,RICH,53.81,85.67
2016,9,MELB,BL,137.39,76.6
2016,9,GWS,WB,76.19,73.34
2016,9,STK,ESS,113.0,61.75
2016,10,SYD,NMFC,78.61,68.11
2016,10,BL,HAW,78.14,109.98
2016,10,MELB,PORT,88.51,121.64
2016,10,STK,FRE,93.61,63.1
2016,10,ESS,RICH,62.93,87.83
2016,10,ADEL,GWS,116.9,72.38
2016,10,CARL,GEEL,96.48,91.38
2016,10,COLL,WB,57.93,60.59
2016,10,WCE,GCFC,121.47,76.16
2016,11,NMFC,RICH,120.69,53.66
2016,11,HAW,MELB,92.76,54.64
2016,11,CARL,BL,86.52,71.21
2016,11,GEEL,GWS,102.11,65.31
2016,11,GCFC,SYD,43.28,73.29
2016,11,FRE,ESS,105.88,56.58
2016,11,COLL,PORT,72.02,127.16
2016,11,WB,WCE,80.98,75.42
2016,11,ADEL,STK,151.25,54.79
2016,12,ESS,HAW,48.88,147.59
2016,12,PORT,WB,92.33,82.43
2016,12,BL,FRE,65.53,113.62
2016,12,GEEL,NMFC,100.01,50.88
2016,12,WCE,ADEL,66.1,113.04
2016,12,STK,CARL,89.41,72.76
2016,12,RICH,GCFC,103.81,69.21
2016,12,GWS,SYD,112.44,69.15
2016,12,MELB,COLL,99.05,68.42
2016,13,NMFC,HAW,96.39,85.16
2016,13,BL,WCE,83.43,114.64
2016,13,FRE,PORT,87.65,88.64
2016,13,WB,GEEL,62.05,85.2
2016,13,SYD,MELB,94.13,32.35
2016,13,ESS,GWS,116.97,109.32
2016,14,ADEL,NMFC,138.52,63.53
2016,14,COLL,FRE,81.55,47.58
2016,14,RICH,BL,107.29,76.86
2016,14,GWS,CARL,134.54,66.68
2016,14,STK,GEEL,79.42,91.35
2016,14,HAW,GCFC,83.06,71.33
2016,15,WCE,ESS,123.01,52.21
2016,15,PORT,RICH,83.03,48.36
2016,15,GCFC,STK,124.53,99.12
2016,15,SYD,WB,81.08,71.94
2016,15,CARL,COLL,43.97,66.65
2016,15,MELB,ADEL,88.29,109.81
2016,16,PORT,HAW,68.96,93.16
2016,16,GEEL,SYD,48.43,83.45
2016,16,GWS,COLL,89.26,113.58
2016,16,GCFC,BL,117.07,115.65
2016,16,WB,RICH,82.81,72.69
2016,16,MELB,FRE,98.66,49.73
2016,16,CARL,ADEL,44.53,106.9
2016,16,WCE,NMFC,97.46,65.72
2016,16,ESS,STK,103.31,95.59
2016,17,SYD,HAW,77.74,71.37
2016,17,FRE,GEEL,48.63,79.35
2016,17,RICH,ESS,81.1,87.11
2016,17,NMFC,PORT,95.51,102.98
2016,17,WB,GCFC,128.65,73.86
2016,17,ADEL,COLL,100.83,64.89
2016,17,CARL,WCE,64.86,82.28
2016,17,STK,MELB,134.58,72.67
2016,17,BL,GWS,75.11,135.48
2016,18,COLL,NMFC,76.89,126.28
2016,18,SYD,CARL,83.1,65.51
2016,18,GCFC,FRE,92.65,61.98
2016,18,WCE,MELB,58.16,68.68
2016,18,WB,STK,58.63,79.36
2016,18,GEEL,ADEL,80.91,64.82
2016,18,ESS,BL,115.44,109.21
2016,18,HAW,RICH,124.64,55.76
2016,18,PORT,GWS,60.28,90.23
2016,19,GEEL,WB,95.6,83.66
2016,19,GWS,RICH,89.51,25.94
2016,19,HAW,CARL,78.69,63.38
2016,19,COLL,WCE,78.65,59.71
2016,19,BL,PORT,72.3,194.33
2016,19,NMFC,STK,92.19,86.88
2016,19,MELB,GCFC,65.63,71.52
2016,19,FRE,SYD,35.9,123.07
2016,19,ADEL,ESS,132.38,67.62
2016,20,RICH,COLL,84.27,72.91
2016,20,SYD,PORT,105.69,51.99
2016,20,MELB,HAW,90.07,87.35
2016,20,GCFC,GWS,66.09,89.51
2016,20,WB,NMFC,57.0,48.72
2016,20,ADEL,BL,149.63,32.67
2016,20,CARL,STK,57.23,96.99
2016,20,GEEL,ESS,92.4,52.7
2016,20,FRE,WCE,67.09,97.51
2016,21,WB,COLL,96.32,88.68
2016,21,BL,CARL,80.9,111.01
2016,21,HAW,NMFC,82.17,54.36
2016,21,GWS,WCE,100.49,95.07
2016,21,STK,SYD,70.71,128.06
2016,21,PORT,MELB,47.07,106.08
2016,21,ESS,GCFC,71.44,72.19
2016,21,RICH,GEEL,61.29,83.84
2016,21,FRE,ADEL,58.06,137.24
2016,22,WCE,HAW,87.8,58.02
2016,22,NMFC,SYD,93.95,93.77
2016,22,RICH,STK,56.3,66.22
2016,22,GWS,FRE,116.98,48.09
2016,22,COLL,GCFC,127.68,67.13
2016,22,PORT,ADEL,94.87,130.43
2016,22,CARL,MELB,80.01,84.27
2016,22,BL,GEEL,69.58,127.39
2016,22,ESS,WB,65.71,90.73
2016,23,ADEL,WCE,66.05,112.45
2016,23,GEEL,MELB,128.83,45.84
2016,23,ESS,CARL,93.83,102.22
2016,23,SYD,RICH,146.57,51.29
2016,23,NMFC,GWS,61.75,106.69
2016,23,GCFC,PORT,81.28,94.88
2016,23,STK,BL,121.61,91.05
2016,23,HAW,COLL,98.86,96.06
2016,23,FRE,WB,70.58,50.32
2016,24,WCE,WB,57.32,97.95
2016,24,GEEL,HAW,77.06,80.75
2016,24,SYD,GWS,76.45,106.3
2016,24,ADEL,NMFC,125.67,70.81
2016,25,HAW,WB,94.67,105.62
2016,25,SYD,ADEL,101.52,79.5
2016,26,GEEL,SYD,67.82,79.48
2016,26,GWS,WB,84.16,92.59
2016,27,SYD,WB,60.36,80.41
2017,1,CARL,RICH,72.49,117.48
2017,1,COLL,WB,83.08,83.62
2017,1,SYD,PORT,75.41,95.54
2017,1,STK,MELB,97.14,108.74
2017,1,ESS,HAW,112.37,92.65
2017,1,GCFC,BL,92.93,75.93
2017,1,NMFC,WCE,114.85,121.88
2017,1,ADEL,GWS,130.85,82.31
2017,1,FRE,GEEL,77.52,92.67
2017,2,RICH,COLL,104.28,82.13
2017,2,WB,SYD,106.92,74.89
2017,2,HAW,ADEL,79.62,113.14
2017,2,GWS,GCFC,136.82,63.98
2017,2,BL,ESS,73.15,90.06
2017,2,WCE,STK,97.34,98.07
2017,2,GEEL,NMFC,104.22,95.13
2017,2,MELB,CARL,82.94,64.11
2017,2,PORT,FRE,131.52,57.41
2017,3,SYD,COLL,83.59,85.62
2017,3,NMFC,GWS,63.55,113.99
2017,3,RICH,WCE,76.12,67.04
2017,3,GEEL,MELB,106.76,123.69
2017,3,FRE,WB,82.67,79.03
2017,3,PORT,ADEL,85.26,93.3
2017,3,STK,BL,140.66,67.08
2017,3,CARL,ESS,61.34,40.16
2017,3,GCFC,HAW,123.25,67.2
2017,4,WCE,SYD,90.02,56.58
2017,4,NMFC,WB,95.48,96.29
2017,4,MELB,FRE,99.81,92.97
2017,4,GWS,PORT,105.73,85.63
2017,4,CARL,GCFC,79.71,92.97
2017,4,ADEL,ESS,120.8,76.0
2017,4,COLL,STK,68.26,87.76
2017,4,BL,RICH,61.87,110.27
2017,4,HAW,GEEL,51.08,119.96
2017,5,PORT,CARL,132.39,58.72
2017,5,WB,BL,142.69,78.71
2017,5,GCFC,ADEL,78.5,142.53
2017,5,SYD,GWS,61.27,96.22
2017,5,FRE,NMFC,71.57,62.22
